source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[diagnosis]	characteristics[sample type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[patient ID]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identiier]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[data file]	comment[uri]	comment[database]	factor value[organism part]
PXD047742-Sample-55	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	55	NK cell-55	1	1	proteomic profiling by mass spectrometry	data-independent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_10.raw	MASSIVE	NK cell
PXD047742-Sample-56	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	56	NK cell-56	1	1	proteomic profiling by mass spectrometry	data-independent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_11.raw	MASSIVE	NK cell
PXD047742-Sample-57	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	57	NK cell-57	1	1	proteomic profiling by mass spectrometry	data-independent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_12.raw	MASSIVE	NK cell
PXD047742-Sample-58	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	58	NK cell-58	1	1	proteomic profiling by mass spectrometry	data-independent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_13.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_13.raw	MASSIVE	NK cell
PXD047742-Sample-59	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	59	NK cell-59	1	1	proteomic profiling by mass spectrometry	data-independent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_14.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_14.raw	MASSIVE	NK cell
PXD047742-Sample-60	Homo sapiens	blood	NK cell	NK cell	normal	normal	normal	not available	not available	not available	adult	not available	60	NK cell-60	1	1	proteomic profiling by mass spectrometry	data-independent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	NK_15.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/NK_15.raw	MASSIVE	NK cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F1.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F2.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F3.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F4.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F5.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F6.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F7.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F8.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F9.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F10.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F11.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F12.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	13	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F13.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F13.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	14	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F14.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F14.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	15	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F15.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F15.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	16	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F16.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F16.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	17	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F17.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F17.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	18	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F18.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F18.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	19	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F19.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F19.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	20	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F20.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F20.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	21	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F21.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F21.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	22	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F22.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F22.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	23	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F23.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F23.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	normal	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	1	24	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F24.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/B_F24.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F1.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F2.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F3.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F4.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F5.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F6.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F7.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F8.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F9.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F10.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F11.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F12.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	13	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F13.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F13.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	14	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F14.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F14.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	15	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F15.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F15.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	16	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F16.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F16.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	17	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F17.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F17.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	18	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F18.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F18.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	19	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F19.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F19.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	20	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F20.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F20.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	21	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F21.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F21.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	22	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F22.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F22.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	23	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F23.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F23.raw	MASSIVE	B cell
PXD047742-Sample-61	Homo sapiens	blood	B cell	B cell	normal	normal	DDA library	not available	not available	not available	adult	not available	61	B cell-DDAlibrary-61	2	24	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	B_F24.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/B%20cell/B_F24.raw	MASSIVE	B cell
PXD047742-Sample-62	Homo sapiens	blood	CD4 T cell	CD4 T cell	normal	normal	normal	not available	not available	not available	adult	not available	62	CD4 T cell-DDAlibrary-62	1	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	CD4_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/CD4_F1.raw	MASSIVE	CD4 T cell
PXD047742-Sample-62	Homo sapiens	blood	CD4 T cell	CD4 T cell	normal	normal	normal	not available	not available	not available	adult	not available	62	CD4 T cell-DDAlibrary-62	1	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	CD4_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/CD4_F2.raw	MASSIVE	CD4 T cell
