source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[sample identifier]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	comment[proteomexchange accession number]	comment[data file]	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[batch identifier]
PXD004352-Sample-413	Homo sapiens	Blood	Blood	T4 Effector Memory Cells	not available	not available	not available	normal	T4.EM_04 (steady-state)	adult	4	4	PXD004352	T4.EM_04 (steady-state).raw	T4 Effector Memory Cells_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.EM_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-414	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	T4.naive_01 (activated)	adult	1	1	PXD004352	T4.naive_01 (activated).raw	T4 Naive Cells_Activated-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.naive_01 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-415	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	T4.naive_02 (activated)	adult	2	2	PXD004352	T4.naive_02 (activated).raw	T4 Naive Cells_Activated-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.naive_02 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-416	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	T4.naive_03 (activated)	adult	3	3	PXD004352	T4.naive_03 (activated).raw	T4 Naive Cells_Activated-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.naive_03 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-417	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	T4.naive_04 (activated)	adult	4	4	PXD004352	T4.naive_04 (activated).raw	T4 Naive Cells_Activated-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.naive_04 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-418	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	T4.naive_01 (steady-state)	adult	1	1	PXD004352	T4.naive_01 (steady-state).raw	T4 Naive Cells_Steady state-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.naive_01 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-419	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	T4.naive_02 (steady-state)	adult	2	2	PXD004352	T4.naive_02 (steady-state).raw	T4 Naive Cells_Steady state-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.naive_02 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-420	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	T4.naive_03 (steady-state)	adult	3	3	PXD004352	T4.naive_03 (steady-state).raw	T4 Naive Cells_Steady state-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.naive_03 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-421	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	T4.naive_04 (steady-state)	adult	4	4	PXD004352	T4.naive_04 (steady-state).raw	T4 Naive Cells_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T4.naive_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-422	Homo sapiens	Blood	Blood	T8 CM Cells	not available	not available	not available	normal	T8.CM_01 (activated)	adult	1	1	PXD004352	T8.CM_01 (activated).raw	T8 CM Cells_Activated-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.CM_01 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-423	Homo sapiens	Blood	Blood	T8 CM Cells	not available	not available	not available	normal	T8.CM_02 (activated)	adult	2	2	PXD004352	T8.CM_02 (activated).raw	T8 CM Cells_Activated-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.CM_02 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-424	Homo sapiens	Blood	Blood	T8 CM Cells	not available	not available	not available	normal	T8.CM_03 (activated)	adult	3	3	PXD004352	T8.CM_03 (activated).raw	T8 CM Cells_Activated-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.CM_03 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-425	Homo sapiens	Blood	Blood	T8 CM Cells	not available	not available	not available	normal	T8.CM_04 (activated)	adult	4	4	PXD004352	T8.CM_04 (activated).raw	T8 CM Cells_Activated-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.CM_04 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-426	Homo sapiens	Blood	Blood	T8 CM Cells	not available	not available	not available	normal	T8.CM_01 (steady-state)	adult	1	1	PXD004352	T8.CM_01 (steady-state).raw	T8 CM Cells_Steady state-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.CM_01 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-427	Homo sapiens	Blood	Blood	T8 CM Cells	not available	not available	not available	normal	T8.CM_02 (steady-state)	adult	2	2	PXD004352	T8.CM_02 (steady-state).raw	T8 CM Cells_Steady state-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.CM_02 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-428	Homo sapiens	Blood	Blood	T8 CM Cells	not available	not available	not available	normal	T8.CM_03 (steady-state)	adult	3	3	PXD004352	T8.CM_03 (steady-state).raw	T8 CM Cells_Steady state-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.CM_03 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-429	Homo sapiens	Blood	Blood	T8 CM Cells	not available	not available	not available	normal	T8.CM_04 (steady-state)	adult	4	4	PXD004352	T8.CM_04 (steady-state).raw	T8 CM Cells_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.CM_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-430	Homo sapiens	Blood	Blood	T8 Effector Memory Cells RA	not available	not available	not available	normal	T8.EMRA_01 (activated)	adult	1	1	PXD004352	T8.EMRA_01 (activated).raw	T8 Effector Memory Cells RA_Activated-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EMRA_01 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-431	Homo sapiens	Blood	Blood	T8 Effector Memory Cells RA	not available	not available	not available	normal	T8.EMRA_02 (activated)	adult	2	2	PXD004352	T8.EMRA_02 (activated).raw	T8 Effector Memory Cells RA_Activated-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EMRA_02 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-432	Homo sapiens	Blood	Blood	T8 Effector Memory Cells RA	not available	not available	not available	normal	T8.EMRA_03 (activated)	adult	3	3	PXD004352	T8.EMRA_03 (activated).raw	T8 Effector Memory Cells RA_Activated-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EMRA_03 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-433	Homo sapiens	Blood	Blood	T8 Effector Memory Cells RA	not available	not available	not available	normal	T8.EMRA_04 (activated)	adult	4	4	PXD004352	T8.EMRA_04 (activated).raw	T8 Effector Memory Cells RA_Activated-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EMRA_04 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-434	Homo sapiens	Blood	Blood	T8 Effector Memory Cells RA	not available	not available	not available	normal	T8.EMRA_01 (steady-state)	adult	1	1	PXD004352	T8.EMRA_01 (steady-state).raw	T8 Effector Memory Cells RA_Steady state-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EMRA_01 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-435	Homo sapiens	Blood	Blood	T8 Effector Memory Cells RA	not available	not available	not available	normal	T8.EMRA_02 (steady-state)	adult	2	2	PXD004352	T8.EMRA_02 (steady-state).raw	T8 Effector Memory Cells RA_Steady state-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EMRA_02 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-436	Homo sapiens	Blood	Blood	T8 Effector Memory Cells RA	not available	not available	not available	normal	T8.EMRA_03 (steady-state)	adult	3	3	PXD004352	T8.EMRA_03 (steady-state).raw	T8 Effector Memory Cells RA_Steady state-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EMRA_03 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-437	Homo sapiens	Blood	Blood	T8 Effector Memory Cells RA	not available	not available	not available	normal	T8.EMRA_04 (steady-state)	adult	4	4	PXD004352	T8.EMRA_04 (steady-state).raw	T8 Effector Memory Cells RA_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EMRA_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-438	Homo sapiens	Blood	Blood	T8 Effector Memory Cells	not available	not available	not available	normal	T8.EM_01 (activated)	adult	1	1	PXD004352	T8.EM_01 (activated).raw	T8 Effector Memory Cells_Activated-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EM_01 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-439	Homo sapiens	Blood	Blood	T8 Effector Memory Cells	not available	not available	not available	normal	T8.EM_02 (activated)	adult	2	2	PXD004352	T8.EM_02 (activated).raw	T8 Effector Memory Cells_Activated-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EM_02 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-440	Homo sapiens	Blood	Blood	T8 Effector Memory Cells	not available	not available	not available	normal	T8.EM_03 (activated)	adult	3	3	PXD004352	T8.EM_03 (activated).raw	T8 Effector Memory Cells_Activated-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EM_03 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-441	Homo sapiens	Blood	Blood	T8 Effector Memory Cells	not available	not available	not available	normal	T8.EM_04 (activated)	adult	4	4	PXD004352	T8.EM_04 (activated).raw	T8 Effector Memory Cells_Activated-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EM_04 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-442	Homo sapiens	Blood	Blood	T8 Effector Memory Cells	not available	not available	not available	normal	T8.EM_01 (steady-state)	adult	1	1	PXD004352	T8.EM_01 (steady-state).raw	T8 Effector Memory Cells_Steady state-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EM_01 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-443	Homo sapiens	Blood	Blood	T8 Effector Memory Cells	not available	not available	not available	normal	T8.EM_02 (steady-state)	adult	2	2	PXD004352	T8.EM_02 (steady-state).raw	T8 Effector Memory Cells_Steady state-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EM_02 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-444	Homo sapiens	Blood	Blood	T8 Effector Memory Cells	not available	not available	not available	normal	T8.EM_03 (steady-state)	adult	3	3	PXD004352	T8.EM_03 (steady-state).raw	T8 Effector Memory Cells_Steady state-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EM_03 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-445	Homo sapiens	Blood	Blood	T8 Effector Memory Cells	not available	not available	not available	normal	T8.EM_04 (steady-state)	adult	4	4	PXD004352	T8.EM_04 (steady-state).raw	T8 Effector Memory Cells_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/T8.EM_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
