source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[sample identifier]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	comment[proteomexchange accession number]	comment[data file]	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[batch identifier]
PXD004352-Sample-31	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_TCD4naive_n_02	adult	2	2	PXD004352	20150112_EXQ00_JaRi_SA_Sups_TCD4naive_n_02.raw	T4 Naive Cells_Negative-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4naive_n_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-32	Homo sapiens	Blood	Blood	T4 Naive Cells	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_TCD4naive_p_01	adult	1	1	PXD004352	20150112_EXQ00_JaRi_SA_Sups_TCD4naive_p_01.raw	T4 Naive Cells_Positive-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4naive_p_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-33	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	mDC_01 (activated)	adult	1	1	PXD004352	mDC_01 (activated).raw	Dendritic Cells Myeloid_Activated-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mDC_01 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-34	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	mDC_02 (activated)	adult	2	2	PXD004352	mDC_02 (activated).raw	Dendritic Cells Myeloid_Activated-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mDC_02 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-35	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	mDC_03 (activated)	adult	3	3	PXD004352	mDC_03 (activated).raw	Dendritic Cells Myeloid_Activated-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mDC_03 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-36	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	mDC_04 (activated)	adult	4	4	PXD004352	mDC_04 (activated).raw	Dendritic Cells Myeloid_Activated-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mDC_04 (activated).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-37	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01.raw	Dendritic Cells Myeloid_CTR-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-38	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02.raw	Dendritic Cells Myeloid_CTR-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-39	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03.raw	Dendritic Cells Myeloid_CTR-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_CTR_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-40	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01.raw	Dendritic Cells Myeloid_LPS-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-41	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02.raw	Dendritic Cells Myeloid_LPS-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-42	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03.raw	Dendritic Cells Myeloid_LPS-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LPS_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-43	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01.raw	Dendritic Cells Myeloid_LTA-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-44	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02.raw	Dendritic Cells Myeloid_LTA-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-45	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03.raw	Dendritic Cells Myeloid_LTA-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_LTA_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-46	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_mDC_n_01	adult	1	1	PXD004352	20150112_EXQ00_JaRi_SA_Sups_mDC_n_01.raw	Dendritic Cells Myeloid_Negative-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_n_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-47	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_mDC_n_02	adult	2	2	PXD004352	20150112_EXQ00_JaRi_SA_Sups_mDC_n_02.raw	Dendritic Cells Myeloid_Negative-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_n_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-48	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_mDC_n_03	adult	3	3	PXD004352	20150112_EXQ00_JaRi_SA_Sups_mDC_n_03.raw	Dendritic Cells Myeloid_Negative-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_n_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-49	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_mDC_n_04	adult	4	4	PXD004352	20150112_EXQ00_JaRi_SA_Sups_mDC_n_04.raw	Dendritic Cells Myeloid_Negative-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_n_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-50	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_mDC_p_01	adult	1	1	PXD004352	20150112_EXQ00_JaRi_SA_Sups_mDC_p_01.raw	Dendritic Cells Myeloid_Positive-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-51	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_mDC_p_02	adult	2	2	PXD004352	20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.raw	Dendritic Cells Myeloid_Positive-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-52	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_mDC_p_03	adult	3	3	PXD004352	20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.raw	Dendritic Cells Myeloid_Positive-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-53	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150112_EXQ00_JaRi_SA_Sups_mDC_p_04	adult	4	4	PXD004352	20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.raw	Dendritic Cells Myeloid_Positive-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-54	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_01.raw	Dendritic Cells Myeloid_PIC-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-55	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_02.raw	Dendritic Cells Myeloid_PIC-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-56	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_03.raw	Dendritic Cells Myeloid_PIC-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_PIC_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-57	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_01.raw	Dendritic Cells Myeloid_R848-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-58	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_02.raw	Dendritic Cells Myeloid_R848-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-59	Homo sapiens	Blood	Blood	Dendritic Cells Myeloid	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_03.raw	Dendritic Cells Myeloid_R848-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_DCmyeloid_R848_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
